time;cc;pci;earfcn;rsrp;pl;cfo;dl_mcs;dl_snr;dl_turbo;dl_brate;dl_bler;ul_ta;ul_mcs;ul_buff;ul_brate;ul_bler;rf_o;rf_u;rf_l;is_attached
154805;0;1;3400;-93;93;3057.209229;1.0;6.1;0.50;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
155804;0;1;3400;-93;93;3063.186523;1.0;6.3;0.50;144;0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
156803;0;1;3400;-93;93;3066.368652;1.2;6.0;0.50;328;0;0.52;0.0;0.0;0.0;80;0.0;2.0;0.0;0.0
157802;0;1;3400;-93;93;3059.938721;1.0;6.3;0.50;0.0;0.0;1.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
158801;0;1;3400;-93;93;3063.342773;1.0;6.3;0.50;0.0;0.0;1.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
159800;0;1;3400;-93;93;3062.468262;1.0;5.9;0.50;0.0;0.0;1.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
160799;0;1;3400;-93;93;3074.284912;2.9;5.6;0.65;727;0;1.6;0.0;43;168;25;0.0;1.0;0.0;1.0
161798;0;1;3400;-93;93;3054.523193;6.1;6.0;0.97;0.0;0.0;1.6;0.0;45;0.0;80;0.0;0.0;0.0;1.0
162797;0;1;3400;-93;93;3056.328125;6.2;5.7;0.97;0.0;0.0;1.6;0.0;45;0.0;0.0;0.0;0.0;0.0;1.0
163796;0;1;3400;-93;93;3062.643066;1.5;6.0;0.36;0.0;0.0;1.6;0.0;0.0;0.0;75;0.0;1.0;1.0;0.0
164795;0;1;3400;-93;93;3063.141602;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
165795;0;1;3400;-93;93;3038.043213;0.45;5.7;0.15;472;0;0.0;0.0;0.0;112;55;0.0;0.0;1.0;0.0
166794;0;1;3400;-93;93;3056.909424;0.97;6.0;0.48;0.0;0.0;1.6;0.0;0.0;112;69;0.0;0.0;0.0;0.0
167793;0;1;3400;-93;93;3058.954102;1.0;5.9;0.50;0.0;0.0;1.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
168792;0;1;3400;-93;93;3061.243164;1.0;6.0;0.50;0.0;0.0;1.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
169791;0;1;3400;-93;93;3065.620605;1.0;6.5;0.50;144;0;1.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
170790;0;1;3400;-93;93;3066.590332;1.5;5.4;0.50;328;0;1.6;0.0;0.0;56;77;0.0;0.0;0.0;0.0
171789;0;1;3400;-93;93;3065.650391;1.0;6.0;0.50;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
172788;0;1;3400;-93;93;3065.991211;1.0;5.6;0.50;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
173787;0;1;3400;-93;93;3065.966797;1.0;5.7;0.50;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
174786;0;1;3400;-93;93;3093.364502;1.4;5.9;0.74;472;33;0.52;0.0;0.0;112;74;0.0;1.0;0.0;0.0
175785;0;1;3400;-93;93;3060.114502;1.1;5.8;0.71;0.0;0.0;1.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
176784;0;1;3400;-93;93;3058.365479;1.1;5.7;0.71;0.0;0.0;1.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
177783;0;1;3400;-93;93;3055.254883;1.1;6.0;0.71;0.0;0.0;1.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
178782;0;1;3400;-93;93;3050.487305;1.2;5.2;0.71;472;0;1.6;0.0;0.0;112;54;0.0;1.0;0.0;0.0
179781;0;1;3400;-93;93;3059.548340;1.1;5.9;0.73;0.0;0.0;0.52;0.0;0.0;56;76;0.0;0.0;1.0;0.0
